Target: JupiterExpress_Finite

Observer: Montegancedo
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
30 Jan 2033 08:23:39.958    30 Jan 2033 16:56:10.842      30750.884177    
31 Jan 2033 08:20:25.277    31 Jan 2033 16:53:28.522      30783.244249    
01 Feb 2033 08:17:08.779    01 Feb 2033 16:50:45.649      30816.870186    
02 Feb 2033 08:13:50.758    02 Feb 2033 16:48:04.711      30853.952463    
03 Feb 2033 08:10:32.834    03 Feb 2033 16:45:25.664      30892.829413    
04 Feb 2033 08:07:16.509    04 Feb 2033 16:42:45.881      30929.371749    
05 Feb 2033 08:04:01.549    05 Feb 2033 16:40:04.220      30962.670417    
06 Feb 2033 08:00:45.314    06 Feb 2033 16:37:21.287      30995.972731    
07 Feb 2033 07:57:27.177    07 Feb 2033 16:34:39.291      31032.113767    
08 Feb 2033 07:54:08.584    08 Feb 2033 16:31:59.682      31071.098299    
09 Feb 2033 07:50:51.178    09 Feb 2033 16:29:20.271      31109.093717    
10 Feb 2033 07:47:35.541    10 Feb 2033 16:26:39.153      31143.612179    
11 Feb 2033 07:44:19.453    11 Feb 2033 16:23:56.314      31176.861509    
12 Feb 2033 07:41:01.293    12 Feb 2033 16:21:13.374      31212.081419    
13 Feb 2033 07:37:42.138    13 Feb 2033 16:18:32.629      31250.491458    
14 Feb 2033 07:34:23.678    14 Feb 2033 16:15:53.127      31289.449085    
15 Feb 2033 07:31:07.052    15 Feb 2033 16:13:12.374      31325.321638    
16 Feb 2033 07:27:50.877    16 Feb 2033 16:10:29.690      31358.812514    
17 Feb 2033 07:24:32.761    17 Feb 2033 16:07:46.061      31393.300617    
18 Feb 2033 07:21:13.149    18 Feb 2033 16:05:03.861      31430.711671    
19 Feb 2033 07:17:53.703    19 Feb 2033 16:02:23.706      31470.002968    
20 Feb 2033 07:14:35.889    20 Feb 2033 15:59:43.065      31507.175691    
21 Feb 2033 07:11:19.291    21 Feb 2033 15:57:00.506      31541.215106    
22 Feb 2033 07:08:01.228    22 Feb 2033 15:54:16.409      31575.181323    
23 Feb 2033 07:04:41.267    23 Feb 2033 15:51:32.730      31611.463189    
24 Feb 2033 07:01:20.929    24 Feb 2033 15:48:51.315      31650.386326    


Number of events : 367


